lexeme	ambiguous	score
번복	0	50.1831
실익	0	50.1739
흡연	0	50.1647
참선	0	50.1738
타도	0	50.1647
소시지	0	50.1738
가평	0	50.1646
대전	1	50.1737
직속	0	50.1645
지식	1	50.1736
품새	0	50.1645
검출	0	50.1553
변화	0	50.1644
운반	0	50.1553
레이싱	0	50.1461
인테리어	0	50.1552
고갈	1	50.1643
명곡	0	50.1734
신상	0	50.1642
기	1	50.1551
인성	0	50.1459
바퀴	0	50.155
어학	0	50.1641
발굴	1	50.1732
사과	1	50.1823
파양	0	50.1914
태블릿	0	50.2004
치즈	0	50.1913
직종	0	50.2004
폭동	0	50.2094
찹쌀	0	50.2185
조세	0	50.2276
마르크스	0	50.2184
표현	0	50.2275
급식	0	50.2365
예단	1	50.2456
변동	1	50.2546
자판	0	50.2455
상응	0	50.2545
포르투갈	0	50.2454
전액	0	50.2363
입금	0	50.2271
흐름	1	50.218
전구	0	50.2089
디저트	0	50.2179
브리튼	0	50.2088
괴담	0	50.2179
도입	0	50.2269
협력	0	50.2178
타율	0	50.2268
무인	0	50.2177
전북	0	50.2267
사회	1	50.2176
출동	0	50.2267
원칙	0	50.2357
흡수	1	50.2266
기구	0	50.2175
와중	0	50.2265
일간	0	50.2174
통화	1	50.2264
틀	1	50.2354
수거	0	50.2263
파키스탄	0	50.2353
고삐	0	50.2262
액수	0	50.2353
팡파르	0	50.2262
건물	0	50.2352
각인	0	50.2442
가자	0	50.2532
동북	0	50.2622
총	0	50.2711
열량	0	50.2801
점수	0	50.2711
성질	0	50.262
동맹	0	50.271
진품	0	50.2619
설득	0	50.2709
주니어	0	50.2618
추가	1	50.2708
추정	0	50.2617
천혜	0	50.2707
졸업	1	50.2616
이상	1	50.2525
상처	1	50.2435
법령	0	50.2524
풀이	1	50.2614
리미니	0	50.2704
설정	1	50.2793
병역	0	50.2703
복원	1	50.2612
각급	0	50.2702
안목	1	50.2611
유념	0	50.2701
지열	0	50.279
아래	1	50.27
관리	1	50.2609
포지션	0	50.2699
만평	0	50.2608
메리트	0	50.2518
지목	0	50.2428
배출	0	50.2517
사지	1	50.2607
고도	0	50.2696
장사	0	50.2785
슬픔	0	50.2875
자기	0	50.2964
만기	1	50.2874
시	1	50.2963
신변	0	50.3052
선명	0	50.3141
구매	1	50.3051
누나	0	50.2961
억제	0	50.305
장관	1	50.3139
출원	1	50.3049
방지	1	50.3138
미만	0	50.3227
자행	0	50.3137
통일	0	50.3226
환율	0	50.3136
당국	1	50.3225
보살핌	0	50.3135
공감	0	50.3223
문건	1	50.3133
라이브	0	50.3043
무대	1	50.2953
수준	1	50.3042
순도	0	50.3131
청원	0	50.3041
개헌	0	50.2951
드라마	1	50.304
석단	0	50.3129
고지	1	50.3039
목사	1	50.2949
유무	0	50.3038
항거	0	50.3127
예산	1	50.3215
상기	1	50.3304
시각	1	50.3214
면모	1	50.3303
불발	0	50.3392
시연	0	50.3302
참	0	50.339
접수	0	50.3301
주전	0	50.3389
신용	0	50.3478
탄식	0	50.3566
박차	0	50.3655
치열	0	50.3565
리우데자네이루	0	50.3654
파국	0	50.3564
중진	0	50.3474
소련	0	50.3384
선양	0	50.3295
실업	0	50.3205
승리	0	50.3116
점	1	50.3026
아픔	0	50.2936
서약	0	50.2847
전망	1	50.2935
뉴올리언스	0	50.2846
경우	1	50.2757
핵심	0	50.2667
분절	0	50.2756
상인	0	50.2666
적대	0	50.2577
미끼	0	50.2488
견지	0	50.2576
과열	1	50.2487
수해	0	50.2575
창단	0	50.2486
상태	1	50.2574
비화	0	50.2485
추징	0	50.2396
엔	0	50.2307
봉변	0	50.2395
입국	1	50.2306
기준	0	50.2217
특허	0	50.2128
사익	0	50.2039
전시	1	50.195
패물	0	50.1861
직영	0	50.1772
여사	0	50.1683
괴물	0	50.1771
주도	1	50.1682
현역	1	50.1771
기획	0	50.1682
이스라엘	1	50.177
퍼트	0	50.1681
워키토키	0	50.1592
압류	0	50.1504
투병	0	50.1592
당근	0	50.1503
수리	1	50.1591
재임	0	50.1503
가마	0	50.1414
공공	0	50.1502
영산	0	50.1413
혁신	0	50.1502
귀속	0	50.159
향	0	50.1678
이	1	50.1766
사장	1	50.1677
두바이	0	50.1588
파트너	0	50.1676
국경	1	50.1764
외부	1	50.1676
부친	0	50.1587
미디어	0	50.1499
특별	0	50.141
녹색	0	50.1322
국력	0	50.1234
신입	0	50.1145
디스카운트	0	50.1233
신라	0	50.1321
매입	0	50.1233
동포	0	50.1145
잠시	0	50.1232
체증	1	50.1144
닉슨	0	50.1056
치유	0	50.0968
주체	1	50.088
만류	0	50.0967
효율	0	50.1055
절경	0	50.1143
변방	0	50.1055
연수	1	50.1143
시장	1	50.123
균등	0	50.1142
격의	0	50.123
벼락	0	50.1142
메주	0	50.1054
트리어	0	50.0966
도킹	0	50.1053
멘토링	0	50.1141
에고	0	50.1053
교수	1	50.1141
자사	0	50.1228
구간	1	50.114
바텐더	0	50.1052
후배	1	50.0964
유아	0	50.0877
부정	1	50.0789
캔	0	50.0701
가장	1	50.0613
욕설	0	50.0701
인사	1	50.0788
착오	0	50.0701
프로그램	1	50.0788
철강	0	50.07
하이델베르크	0	50.0613
수단	1	50.0525
소감	0	50.0612
수	1	50.0525
협업	1	50.0612
순방	0	50.07
당뇨	0	50.0612
기색	0	50.0699
출두	0	50.0612
현란	0	50.0524
가톨릭	0	50.0437
컨벤션	0	50.0524
엄정	0	50.0437
실험	1	50.0524
흉물	0	50.0437
벤츠	0	50.0524
긴축	0	50.0436
보름	1	50.0349
상사	0	50.0436
정규	0	50.0523
조성	1	50.0436
역임	0	50.0349
동행	0	50.0262
산적	0	50.0174
파장	0	50.0087
상금	1	50.0174
임원	1	50.0087
감세	0	50.0
개설	0	49.9913
구축	1	50.0
냉각	0	49.9913
복수	0	49.9826
군번	0	49.9913
전후	1	50.0
제청	0	49.9913
입	1	50.0
사내	1	50.0087
단체	1	50.0174
번역	0	50.0261
인도	1	50.0348
학정	0	50.0435
옌지	0	50.0521
회장	1	50.0434
상회	0	50.0521
포진	0	50.0434
심신	0	50.0521
열풍	0	50.0434
인정	1	50.0521
침몰	0	50.0434
종돈	0	50.0521
발달	0	50.0607
비평	0	50.0694
가중	1	50.0607
창녕	0	50.052
공군	0	50.0434
상당	0	50.052
기계	1	50.0433
의병	0	50.052
분홍	0	50.0433
아이티	1	50.052
타이	0	50.0433
간첩	0	50.0346
주거	0	50.0433
벌타	0	50.0519
영농	0	50.0606
신당	0	50.0692
회귀	0	50.0606
촉구	0	50.0692
장성	0	50.0778
시나리오	0	50.0692
목성	0	50.0605
해지	0	50.0519
도모	0	50.0432
접목	1	50.0346
전경련	0	50.0432
식언	0	50.0518
유임	0	50.0605
에피소드	0	50.0518
과일	0	50.0432
허탈	0	50.0345
운명	1	50.0432
제거	0	50.0518
안주	1	50.0604
애니메이션	0	50.069
종	1	50.0604
사설	0	50.069
트레이너	0	50.0776
아이언	0	50.069
제도	1	50.0603
공매	0	50.0689
열선	0	50.0603
관련	0	50.0517
공단	1	50.0603
노제	0	50.0517
리야드	0	50.0603
차주	1	50.0689
올림픽	0	50.0603
폭리	0	50.0516
경산	0	50.0602
학위	0	50.0516
스트리밍	0	50.043
유족	0	50.0344
파급	0	50.043
합참	0	50.0516
금지	1	50.0602
칼럼니스트	0	50.0688
기관	1	50.0601
공허	0	50.0515
카드뮴	0	50.0429
우회	0	50.0515
이감	0	50.0429
여우	0	50.0343
몰골	0	50.0429
중복	0	50.0515
등	0	50.0601
여정	0	50.0686
대목	1	50.0772
비용	1	50.0858
대응	1	50.0772
절개	1	50.0857
지체	0	50.0771
여하	0	50.0686
원장	1	50.0771
주말	0	50.0857
완공	0	50.0771
잔고	0	50.0685
공고	1	50.0771
결과	1	50.0856
쇼핑	0	50.0942
쌀	0	50.1027
콘텐츠	0	50.0941
간이	0	50.0856
특권	0	50.077
업소	0	50.0684
인가	0	50.0599
탄생	0	50.0513
존재	1	50.0427
소실	0	50.0342
엄벌	0	50.0427
재벌	0	50.0513
차로	0	50.0598
신하	0	50.0683
안타	0	50.0598
독백	0	50.0512
친숙	0	50.0427
커튼	0	50.0341
풍선	0	50.0256
품목	1	50.0171
양심	0	50.0256
족쇄	0	50.0341
미	1	50.0426
환원	0	50.0341
발급	0	50.0256
수상	0	50.0341
잠정	0	50.0256
풍자	1	50.017
늑대	0	50.0256
성패	0	50.017
염전	0	50.0085
일화	0	50.017
현행	0	50.0255
정기	0	50.034
에이피	0	50.0426
송환	0	50.0511
발매	0	50.0596
링크	1	50.051
창업	0	50.0595
엄격	0	50.068
단일	0	50.0765
사기	1	50.085
습득	0	50.0935
근해	0	50.102
향수	0	50.1105
아리아	0	50.1019
간섭	0	50.0934
과자	0	50.1019
반론	0	50.1104
코믹	0	50.1019
요소	1	50.1103
일	1	50.1018
노트	1	50.0933
불만	0	50.0848
이혼	0	50.0763
분포	0	50.0848
병원	1	50.0933
체포	1	50.0848
통계	0	50.0763
판	0	50.0847
요구	1	50.0932
대답	0	50.1017
제사	0	50.1101
당수	0	50.1016
연출	1	50.1101
단지	0	50.1185
복제	0	50.11
비교	1	50.1185
예루살렘	0	50.1269
진화	1	50.1184
음란	0	50.11
돌진	0	50.1015
동족	0	50.093
허약	0	50.0845
발동	0	50.093
불리	0	50.1014
동석	0	50.093
항	0	50.0845
여자	1	50.076
간접	0	50.0676
지정	1	50.076
유로파이터	0	50.0675
사죄	1	50.0591
필사	0	50.0506
빈	0	50.0422
묘소	1	50.0506
성주	0	50.0422
학교	0	50.0337
선거	1	50.0253
피츠버그	0	50.0169
세관	0	50.0253
약물	0	50.0337
무상	1	50.0253
설립	0	50.0169
브레인	0	50.0253
기한	1	50.0337
요금	0	50.0421
투표	0	50.0337
고발	1	50.0421
가해	0	50.0337
예전	1	50.0252
한국	1	50.0337
완화	1	50.0252
적미	0	50.0336
체험	0	50.0252
융합	1	50.0336
협의	1	50.0252
고령	0	50.0168
타지키스탄	0	50.0084
편의	1	50.0
패러다임	0	49.9916
부모	0	50.0
안착	0	50.0084
공	1	50.0168
철군	0	50.0084
논리	1	50.0168
보디빌딩	0	50.0252
체계	0	50.0168
방글라데시	0	50.0252
유라시아	0	50.0336
유인	0	50.0252
소셜	0	50.0335
선법	0	50.0419
보류	0	50.0335
소환	0	50.0251
강의	0	50.0335
웅덩이	0	50.0251
방송	0	50.0168
예매	0	50.0084
요약	0	50.0168
선적	0	50.0084
라퀼라	0	50.0
국군	0	49.9916
친권	0	49.9833
단재	0	49.9749
좌파	1	49.9833
청장	0	49.9749
월별	0	49.9665
성숙	1	49.9582
명단	0	49.9666
성금	1	49.9749
충치	0	49.9833
글	1	49.9916
지름	0	50.0
유효	0	50.0084
화교	0	50.0167
알력	0	50.0084
명시	0	50.0167
화상	0	50.0083
양당	0	50.0
규모	1	50.0083
예우	0	50.0167
산정	0	50.025
바흐	0	50.0167
인생	1	50.025
운항	0	50.0167
명분	1	50.025
조약	0	50.0333
취임	0	50.0417
원천	1	50.0333
코펜하겐	0	50.025
냉담	0	50.0333
영암	0	50.025
컨설턴트	0	50.0167
하원	0	50.025
정밀	0	50.0167
임명	0	50.0083
희석	0	50.0166
소동	0	50.025
아가씨	0	50.0333
그늘	1	50.0416
협박	1	50.0499
엘이디	0	50.0416
복용	1	50.0333
내색	0	50.0416
보강	0	50.0499
사초	0	50.0415
이벤트	1	50.0332
아기	0	50.0249
공직	0	50.0332
시베리아	0	50.0415
미네랄	0	50.0332
친미	0	50.0415
엘티이	0	50.0332
시기	1	50.0415
체격	0	50.0332
문화	1	50.0415
원조	1	50.0498
헌재	0	50.0581
메탄올	0	50.0663
당론	0	50.058
드레스덴	0	50.0497
이익	1	50.0414
인민	0	50.0331
프로모터	0	50.0414
입시	1	50.0331
칼	0	50.0248
채용	1	50.0166
의술	0	50.0083
두절	0	50.0166
항목	0	50.0083
낚시	0	50.0166
임관	0	50.0248
독재	0	50.0165
악어	0	50.0248
아우터	0	50.0331
순위	0	50.0248
미신	0	50.0165
취지	0	50.0083
양성	0	50.0
진	0	50.0083
원충	0	50.0
휴양	0	50.0083
공약	0	50.0165
조작	1	50.0248
본문	0	50.0165
라이터	0	50.0083
절호	0	50.0
비판	1	50.0083
금리	0	50.0165
서킷	0	50.0082
일당	0	50.0165
조처	0	50.0082
물론	0	50.0165
순차	0	50.0082
방제	0	50.0
반전	0	50.0082
시범	0	50.0
생전	0	49.9918
무지	0	50.0
삶	0	49.9918
제반	0	50.0
피지컬	0	50.0082
빗	0	50.0
싹	0	50.0082
땀	0	50.0
수익	1	50.0082
톈안먼	0	50.0165
원유	0	50.0082
독점	1	50.0
위장	0	50.0082
재학	0	50.0
퇴치	0	49.9918
파일	1	50.0
축하	0	49.9918
정착	1	50.0
충남	0	50.0082
입문	0	50.0164
급등	0	50.0246
징계	1	50.0328
총리	1	50.0246
동작	1	50.0164
무사	0	50.0082
호텔	0	50.0
저해	1	49.9918
취바리	0	50.0
회신	0	49.9918
전공	0	50.0
스와트	0	50.0082
교착	0	50.0164
책동	0	50.0246
내륙	0	50.0328
워크아웃	0	50.041
회담	0	50.0491
지자체	0	50.041
입원	0	50.0491
엄중	0	50.0573
유해	0	50.0491
회기	0	50.0573
치중	0	50.0655
여파	0	50.0736
해석	1	50.0654
요강	0	50.0573
충절	0	50.0491
처방	1	50.0572
소장	1	50.0491
분석	0	50.0409
독도	0	50.049
편성	1	50.0409
무아	0	50.0327
충당	0	50.0245
연동	0	50.0163
여부	0	50.0082
화석	0	50.0163
칼레	0	50.0082
감액	0	50.0
쇼팽	0	49.9918
감지	0	50.0
교사	1	49.9918
재현	0	49.9837
공사	1	49.9918
노릇	1	49.9837
협동	0	49.9755
풍광	0	49.9837
멘털	0	49.9756
기탁	0	49.9674
호박	0	49.9593
진동	0	49.9674
마무리	0	49.9593
지명	1	49.9674
다행	0	49.9593
하층	0	49.9674
평택	0	49.9593
애인	0	49.9674
저서	0	49.9756
조달	1	49.9675
리스크	0	49.9593
중생	0	49.9675
징역	1	49.9593
철로	0	49.9675
상장	1	49.9594
타계	0	49.9512
에도	0	49.9594
이병	0	49.9675
스웨덴	0	49.9594
출발	1	49.9513
의상	1	49.9594
낙후	0	49.9513
종양	0	49.9432
불교	0	49.9351
일색	0	49.927
온난	0	49.9351
항암	0	49.927
소령	0	49.9189
물자	0	49.9108
주석	1	49.9189
마약	0	49.927
방편	0	49.9189
답	1	49.9108
기세	0	49.9028
술	0	49.9109
사명	0	49.9028
저녁	1	49.9109
제고	0	49.9028
벨리즈	0	49.9109
협상	1	49.9028
취사	0	49.8948
조명	1	49.8867
수입	1	49.8948
모레	0	49.9029
진흥	0	49.911
매니저	0	49.9191
공연	1	49.911
의회	0	49.9191
찬성	0	49.9111
할부	0	49.903
회화	0	49.9111
흡입	0	49.9192
양궁	0	49.9111
상습	0	49.9031
노임	0	49.9112
총액	0	49.9193
갈	0	49.9273
개탄	0	49.9193
교복	0	49.9274
고대	0	49.9193
투수	0	49.9274
벌점	0	49.9355
물색	0	49.9435
재계	0	49.9516
신규	0	49.9597
엽총	0	49.9678
코디	0	49.9597
공모	1	49.9678
농구	0	49.9597
귀	0	49.9517
제방	0	49.9597
추구	1	49.9517
지휘	1	49.9436
벨기에	0	49.9517
필요	0	49.9436
운영	1	49.9356
반군	0	49.9276
당대	0	49.9356
스크랜턴	0	49.9437
셀프	0	49.9517
아밀로펙틴	0	49.9437
열쇠	0	49.9518
빙상장	0	49.9437
적기	0	49.9518
주필	0	49.9437
코트	0	49.9357
곤란	0	49.9438
낮	1	49.9518
변심	0	49.9438
내성	0	49.9518
대중	0	49.9438
소결	0	49.9518
솔선	0	49.9438
긴박	0	49.9358
거제	0	49.9278
기량	0	49.9358
사재	0	49.9278
분교	0	49.9198
자연	1	49.9278
할인	0	49.9198
음반	0	49.9278
북측	0	49.9198
컬링	0	49.9118
전반	0	49.9199
사병	0	49.9119
하야	0	49.9039
문단	0	49.8959
가교	0	49.8879
통행	0	49.8959
사저	0	49.8879
소속	0	49.896
잔류	0	49.888
용역	0	49.88
유실	0	49.872
중	0	49.88
판사	1	49.888
직전	1	49.8801
카디스	0	49.8881
준장	0	49.8801
동종	0	49.8721
후	1	49.8801
근처	0	49.8881
축적	0	49.8961
부서	0	49.8882
설명	1	49.8802
클럽	1	49.8882
전가	0	49.8802
동공	0	49.8883
끼	0	49.8803
주장	1	49.8723
혼외	0	49.8644
그린피스	0	49.8724
흔적	0	49.8644
뉴딜	0	49.8565
정식	0	49.8485
불량	0	49.8565
명부	0	49.8486
불화	0	49.8566
벙커	0	49.8486
탈피	0	49.8566
제명	0	49.8487
도착	0	49.8566
공급	1	49.8487
중점	0	49.8567
논산	0	49.8647
관중	0	49.8727
원리	1	49.8806
시민	1	49.8886
인물	1	49.8807
커뮤니티	0	49.8727
앱	0	49.8648
사임	1	49.8569
노화	0	49.8648
신곡	0	49.8728
온도	0	49.8808
우도	0	49.8887
원두	0	49.8808
국제	1	49.8888
원혼	0	49.8809
문구	0	49.8729
신종	1	49.865
명태	0	49.8571
출입	0	49.8651
실제	1	49.873
퇴로	0	49.881
초선	0	49.8889
로비	1	49.8969
건수	0	49.889
선박	0	49.881
성취	0	49.8731
기지	1	49.8652
창구	1	49.8732
울타리	0	49.8653
고향	1	49.8574
손	1	49.8495
더위	0	49.8416
밥	1	49.8337
정통	1	49.8258
미인	0	49.8337
홈페이지	0	49.8258
의욕	0	49.8338
공천	0	49.8259
좌지우지	0	49.818
역내	0	49.8259
광저우	0	49.8339
칼로리	0	49.8418
공판	0	49.8498
세간	0	49.8577
진리	0	49.8498
신작	0	49.8577
구속	1	49.8498
패션	0	49.8578
창작	0	49.8657
타격	0	49.8578
주	1	49.8657
각오	0	49.8579
여럿	0	49.8658
체육	0	49.8579
보호	1	49.8658
혐의	1	49.858
연승	0	49.8501
태양	0	49.858
소외	1	49.8501
명예	1	49.8423
허위	0	49.8502
낙점	0	49.8581
무덤	0	49.866
귀국	0	49.8739
짐작	0	49.866
아이다	0	49.8739
농성	0	49.8661
아버지	1	49.8582
액션	0	49.8504
세월	0	49.8583
화면	0	49.8504
수기	1	49.8426
마비	1	49.8505
제외	1	49.8426
대진	0	49.8505
완주	0	49.8584
패인	0	49.8663
권한	0	49.8584
대구	0	49.8506
레이더	0	49.8585
공방	1	49.8664
초점	1	49.8585
영업	0	49.8664
차이콥스키	0	49.8586
차양	0	49.8665
컬렉션	0	49.8586
단합	0	49.8665
공세	0	49.8744
정예	0	49.8822
윤곽	0	49.8744
의외	0	49.8666
범위	1	49.8588
밤	0	49.8509
입영	0	49.8431
광주	0	49.8353
스니커즈	0	49.8432
잠적	0	49.8353
찬반	0	49.8275
괴리	0	49.8354
지회	0	49.8433
부인	1	49.8511
투척	0	49.859
참고	1	49.8668
부문	0	49.8747
이틀	0	49.8669
국법	0	49.8591
호감	0	49.8513
취직	0	49.8591
명절	1	49.8513
분화	0	49.8435
파괴	1	49.8357
현금	1	49.8279
한계	0	49.8358
신부	1	49.828
관내	0	49.8202
감상	1	49.8124
키르기스스탄	0	49.8202
일환	0	49.8124
양지	0	49.8047
전투	0	49.8125
절대	0	49.8047
엄마	1	49.7969
네트워크	0	49.8048
확신	0	49.8126
개소	0	49.8048
우애	0	49.8127
부처	1	49.8205
라이벌	0	49.8283
당선	1	49.8362
레스토랑	0	49.844
캔버스	0	49.8362
증여	0	49.8284
예상	1	49.8363
유사	1	49.8441
마력	0	49.8519
합병	0	49.8441
빈약	0	49.8364
음정	0	49.8442
케이스	0	49.8364
종간	0	49.8287
시상	0	49.8365
성비	0	49.8287
순회	0	49.821
민원	0	49.8132
스캔들	0	49.821
모델	1	49.8288
환승	0	49.8211
장갑	0	49.8289
스크린	0	49.8367
공존	0	49.8445
을	0	49.8523
자초	0	49.8445
교섭	0	49.8523
동수	0	49.8446
수작	0	49.8368
사법	0	49.8446
짓	0	49.8369
선관위	0	49.8291
가상	0	49.8214
행운	0	49.8137
선장	0	49.8059
한식	0	49.8137
안장	0	49.8215
건조	1	49.8293
월성	0	49.8371
출마	0	49.8294
낙인	0	49.8216
금도	0	49.8294
수능	0	49.8217
인권	0	49.814
몰락	0	49.8062
가구	1	49.7985
천거	0	49.7908
보리	0	49.7831
다음	1	49.7909

Average score: 50.0872
